id	"Comp. Word"	Frequency	Pronunciation	"English Translation"
820	打線	14456	dasen	"baseball lineup"
821	法律	14456	hooritu	law
822	同省	14447	doosyoo	"the said ministry"
823	三振	14420	sansin	"strike out"
824	刑事	14409	keizi	detective
825	打者	14401	dasya	batter
826	応募	14382	oobo	application
827	展示	14382	tenzi	exhibition
828	勉強	14348	benkyoo	study
829	種類	14341	syurui	variety
830	建築	14307	kentiku	construction
831	売上	14289	uriage	"amount sold"
832	公園	14288	kooen	park
833	打席	14278	daseki	"batter's box"
834	多発	14274	tahatu	"repeated occurrence"
835	若手	14271	wakate	"young person"
836	運用	14264	unyoo	"making use of"
837	確実	14240	kakuzitu	certainty
838	友人	14240	yuuzin	friend
839	懲役	14213	tyooeki	"penal servitude"
840	証言	14207	syoogen	evidence
841	料金	14207	ryookin	fee
842	勤務	14186	kinmu	service
843	株主	14166	kabunusi	shareholder
844	義務	14161	gimu	duty
845	来日	14114	rainiti	"arrival in Japan"
846	設定	14104	settei	establishment
847	動物	14099	doobutu	animal
848	制裁	14085	seisai	restraint
849	弁護	14035	bengo	defense
850	上位	14014	zyooi	superior
851	拘束	13980	koosoku	restriction
852	構想	13858	koosoo	plan
853	兵器	13843	heiki	arms
854	引退	13823	intai	retire
855	共通	13783	kyootuu	commonness
856	父親	13783	titioya	father
857	直前	13752	tyokuzen	"just before"
858	暫定	13744	zantei	tentative
859	指名	13736	simei	name
860	判明	13703	hanmei	establishing
861	強制	13667	kyoosei	obligation
862	向上	13602	koozyoo	elevation
863	今日	13508	kyoo	today
864	夫婦	13508	huuhu	"married couple"
865	適時	13506	tekizi	timely
866	英語	13501	eigo	English
867	抗議	13485	koogi	protest
868	緊張	13479	kintyoo	tension
869	有力	13473	yuuryoku	influential
870	議席	13462	giseki	"parliamentary seat"
871	命令	13454	meirei	order
872	氏名	13450	simei	"full name"
873	被災	13437	hisai	"being a victim of"
874	付近	13414	hukin	neighbourhood
875	同盟	13408	doomei	alliance
876	排出	13398	haisyutu	evacuation
877	日々	13366	hibi	"every day"
878	高裁	13345	koosai	"High Court"
879	事前	13334	zizen	prior
880	従業	13331	zyuugyoo	employment
881	次期	13316	ziki	"next term"
882	連敗	13312	renpai	"consecutive defeats"
883	温暖	13293	ondan	warmth
884	広告	13264	kookoku	advertisement
885	公的	13261	kooteki	public
886	援助	13240	enzyo	assistance
887	劇場	13236	gekizyoo	theatre
888	相撲	13227	sumoo	"sumo wrestling"
889	反応	13209	hannoo	reaction
890	中学	13208	tyuugaku	"middle school"
891	訓練	13198	kunren	practice
892	供述	13190	kyoozyutu	affidavit
893	来月	13147	raigetu	"next month"
894	提携	13139	teikei	cooperation
895	北部	13118	hokubu	"northern part"
896	周年	13102	syuunen	"whole year"
897	検証	13101	kensyoo	verification
898	民族	13095	minzoku	people
899	推薦	13067	suisen	recommendation
900	土地	13067	toti	"plot of land"
901	囲碁	13057	igo	go
902	犠牲	13054	gisei	victim
903	指揮	13054	siki	command
904	圧力	13033	aturyoku	pressure
905	特徴	13030	tokutyoo	feature
906	仲間	13028	nakama	company
907	楽天	13010	rakuten	optimism
908	司法	12976	sihoo	"administration of justice"
909	完成	12942	kansei	complete
910	結論	12933	keturon	conclusion
911	資格	12924	sikaku	qualifications
912	著者	12899	tyosya	author
913	選考	12881	senkoo	selection
914	話題	12877	wadai	topic
915	論議	12872	rongi	discussion
916	浮上	12842	huzyoo	surfacing
917	普及	12838	hukyuu	diffusion
918	終値	12828	owarine	"closing price"
919	保守	12806	hosyu	maintenance
920	供給	12801	kyookyuu	supply
921	項目	12780	koomoku	item
922	業績	12772	gyooseki	achievement
923	時点	12758	ziten	"point in time"
924	下旬	12743	gezyun	month
925	視聴	12733	sityoo	"looking and listening"
926	採択	12720	saitaku	adoption
927	参拝	12649	sanpai	"visit to a shrine or temple"
928	徹底	12634	tettei	thoroughness
929	加入	12615	kanyuu	"becoming a member"
930	発電	12604	hatuden	generation
931	課長	12598	katyoo	"section manager"
932	充実	12589	zyuuzitu	fullness
933	爆弾	12587	bakudan	bomb
934	簡単	12576	kantan	simple
935	格差	12554	kakusa	"qualitative difference"
936	証拠	12496	syooko	evidence
937	一定	12477	ittei	fixed
938	毎年	12473	maitosi	"every year"
939	内部	12459	naibu	interior
940	演奏	12456	ensoo	"musical performance"
941	物質	12456	bussitu	material
942	明記	12456	meiki	"clear writing"
943	日曜	12443	nitiyoo	Sunday
944	広報	12429	koohoo	"public relations"
945	災害	12407	saigai	calamity
946	中小	12365	tyuusyoo	"small to medium"
947	謝罪	12361	syazai	apology
948	主席	12342	syuseki	head
949	臨時	12320	rinzi	temporary
950	需要	12307	zyuyoo	demand
951	彼女	12295	kanozyo	she
952	電気	12283	denki	electricity
953	食事	12274	syokuzi	meal
954	診断	12273	sindan	diagnosis
955	新型	12264	singata	"new type"
956	基礎	12253	kiso	foundation
957	税制	12241	zeisei	"tax system"
958	限定	12213	gentei	limit
959	非難	12185	hinan	criticism
960	本来	12170	honrai	originally
961	学習	12166	gakusyuu	study
962	支配	12156	sihai	rule
963	提示	12149	teizi	presentation
964	県内	12143	kennai	"within the prefecture"
965	投球	12141	tookyuu	pitching
966	大臣	12136	daizin	"cabinet minister"
967	権利	12104	kenri	right
968	守備	12085	syubi	defense
969	協定	12076	kyootei	arrangement
970	死者	12073	sisya	casualty
971	解消	12070	kaisyoo	cancellation
972	記憶	12052	kioku	memory
973	負傷	12050	husyoo	injury
974	発覚	12049	hakkaku	detection
975	打撃	12041	dageki	blow
976	対決	12037	taiketu	confrontation
977	喪主	12009	mosyu	"chief mourner"
978	返還	12009	henkan	return
979	両親	12006	ryoosin	parents
980	就職	12004	syuusyoku	"finding employment"
981	世帯	11987	setai	household
982	実質	11986	zissitu	substance
983	詐欺	11978	sagi	fraud
984	装置	11976	sooti	equipment
985	文部	11952	monbu	"Ministry of Education, Culture, Sports, Science and Technology"
986	出資	11945	syussi	investment
987	上場	11923	zyoozyoo	listing
988	宗教	11894	syuukyoo	religion
989	参考	11884	sankoo	reference
990	公演	11875	kooen	"public performance"
991	投入	11868	toonyuu	"throwing into"
992	反映	11824	hanei	reflection
993	打率	11814	daritu	"batting average"
994	化学	11813	kagaku	chemistry
995	種目	11807	syumoku	event
996	同士	11790	doosi	fellow
997	武器	11784	buki	weapon
998	抵抗	11779	teikoo	resistance
999	指数	11767	sisuu	index
1000	反省	11735	hansei	reflection
1001	教師	11734	kyoosi	teacher
1002	救済	11713	kyuusai	relief
1003	専務	11712	senmu	"managing director"
1004	移植	11711	isyoku	transplanting
1005	行使	11699	koosi	use
1006	顧問	11694	komon	adviser
1007	天皇	11678	tennoo	"Emperor of Japan"
1008	和平	11678	wahei	peace
1009	戦闘	11675	sentoo	battle
1010	連立	11662	renritu	alliance
1011	読者	11642	dokusya	reader
1012	創設	11633	soosetu	establishment
1013	資源	11625	sigen	resources
1014	感謝	11616	kansya	thanks
1015	約束	11613	yakusoku	arrangement
1016	支給	11609	sikyuu	provision
1017	拠点	11608	kyoten	position
1018	周囲	11605	syuui	surroundings
1019	制作	11513	seisaku	work
1020	提言	11501	teigen	proposal
1021	自主	11496	zisyu	independence
1022	原告	11492	genkoku	plaintiff
1023	官僚	11481	kanryoo	bureaucrat
1024	好調	11463	kootyoo	favourable
1025	後援	11462	kooen	support
1026	国債	11461	kokusai	"national debt"
1027	献金	11460	kenkin	donation
1028	支部	11450	sibu	branch
1029	材料	11440	zairyoo	ingredients
1030	大半	11436	taihan	majority
1031	難民	11403	nanmin	refugees
1032	模様	11403	moyoo	pattern
1033	会計	11393	kaikei	account
1034	諮問	11385	simon	question
1035	支局	11384	sikyoku	"branch office"
1036	予防	11377	yoboo	prevention
1037	海上	11362	kaizyoo	sea
1038	廃棄	11359	haiki	disposal
1039	未来	11355	mirai	"the future"
1040	店舗	11352	tenpo	shop
1041	設備	11350	setubi	equipment
1042	顧客	11347	kokyaku	customer
1043	象徴	11329	syootyoo	symbol
1044	電力	11327	denryoku	"electric power"
1045	移動	11315	idoo	movement
1046	少女	11313	syoozyo	"little girl"
1047	先進	11292	sensin	seniority
1048	位置	11290	iti	place
1049	違法	11289	ihoo	illegal
1050	予測	11265	yosoku	prediction
1051	編成	11230	hensei	composition
1052	計算	11225	keisan	calculation
1053	単独	11204	tandoku	sole
1054	捜索	11201	soosaku	search
1055	各社	11198	kakusya	"all companies"
1056	感覚	11196	kankaku	sense
1057	発揮	11195	hakki	exhibition
1058	損害	11194	songai	damage
1059	金額	11193	kingaku	"amount of money"
1060	要望	11189	yooboo	"demand for"
1061	当然	11167	toozen	natural
1062	双方	11160	soohoo	"two way"
1063	施行	11141	sikoo	execution
1064	出馬	11134	syutuba	running
1065	収益	11130	syuueki	earnings
1066	県立	11117	kenritu	prefectural
1067	債務	11113	saimu	debt
1068	出発	11094	syuppatu	departure
1069	納得	11094	nattoku	consent
1070	移籍	11090	iseki	"changing household registry"
1071	国防	11082	kokuboo	"national defence"
1072	南北	11063	nanboku	"south and north"
1073	前提	11060	zentei	preamble
1074	工業	11037	koogyoo	industry
1075	整理	11031	seiri	sorting
1076	代理	11031	dairi	representation
1077	半分	11022	hanbun	half
1078	見解	11020	kenkai	opinion
1079	用意	11016	yooi	preparation
1080	鉄道	11015	tetudoo	railroad
1081	特殊	11010	tokusyu	special
1082	低迷	11008	teimei	"hanging low"
1083	野菜	10976	yasai	vegetable
1084	党内	10970	toonai	party-internal
1085	雑誌	10967	zassi	journal
1086	突破	10966	toppa	"breaking through"
1087	横綱	10965	yokozuna	yokozuna
1088	教員	10953	kyooin	"teaching staff"
1089	最低	10939	saitei	least
1090	解放	10929	kaihoo	release
1091	追及	10927	tuikyuu	investigation
1092	省庁	10898	syootyoo	"ministries and government offices"
1093	教室	10896	kyoositu	classroom
1094	新規	10886	sinki	new
1095	感想	10880	kansoo	impressions
1096	絶対	10871	zettai	absolutely
1097	建物	10856	tatemono	building
1098	暴力	10843	booryoku	violence
1099	会館	10829	kaikan	"meeting hall"
1100	歓迎	10822	kangei	welcome
1101	感情	10820	kanzyoo	emotion
1102	報酬	10775	hoosyuu	remuneration
1103	評論	10769	hyooron	criticism
1104	国務	10761	kokumu	"affairs of state"
1105	基金	10750	kikin	fund
1106	結局	10749	kekkyoku	"after all"
1107	紛争	10738	hunsoo	dispute
1108	現職	10703	gensyoku	"present post"
1109	死刑	10656	sikei	"death penalty"
1110	保証	10652	hosyoo	guarantee
1111	範囲	10623	hani	extent
1112	看護	10535	kango	nursing
1113	公認	10520	koonin	"official recognition"
1114	日常	10514	nitizyoo	ordinary
1115	入場	10503	nyuuzyoo	entrance
1116	交付	10491	koohu	delivering
1117	電車	10474	densya	train
1118	内野	10469	naiya	infield
1119	促進	10463	sokusin	promotion
1120	安心	10457	ansin	relief
1121	職業	10454	syokugyoo	occupation
1122	多様	10449	tayoo	diverse
1123	自体	10437	zitai	itself
1124	記載	10426	kisai	record
1125	和解	10416	wakai	reconciliation
1126	手紙	10396	tegami	letter
1127	割合	10394	wariai	rate
1128	無理	10390	muri	unreasonable
1129	長女	10371	tyoozyo	"eldest daughter"
1130	集会	10363	syuukai	meeting
1131	中旬	10360	tyuuzyun	"middle of a month"
1132	美術	10360	bizyutu	art
1133	到着	10358	tootyaku	arrival
1134	言及	10356	genkyuu	reference
1135	同国	10345	dookoku	"the same country"
1136	解明	10344	kaimei	clarification
1137	症状	10336	syoozyoo	symptoms
1138	依頼	10319	irai	request
1139	勧告	10315	kankoku	advice
1140	書類	10300	syorui	documents
1141	革命	10294	kakumei	revolution
1142	要因	10281	yooin	"main cause"
1143	学会	10279	gakkai	"scientific society"
1144	外野	10263	gaiya	outfield
1145	異常	10260	izyoo	strangeness
1146	生物	10257	seibutu	"living things"
1147	人材	10254	zinzai	"capable person"
1148	当面	10236	toomen	current
1149	注文	10235	tyuumon	order
1150	相場	10233	sooba	"market price"
1151	警備	10217	keibi	defense
1152	正常	10153	seizyoo	normalcy
1153	許可	10122	kyoka	permission
1154	補償	10105	hosyoo	compensation
1155	効率	10098	kooritu	efficiency
1156	可決	10089	kaketu	approval
1157	振興	10076	sinkoo	promotion
1158	社説	10073	syasetu	editorial
1159	発信	10068	hassin	dispatch
1160	衛星	10063	eisei	satellite
1161	常務	10062	zyoomu	"managing director"
1162	現役	10029	geneki	"active duty"
1163	控訴	9988	kooso	"koso appeal"
1164	預金	9988	yokin	deposit
1165	差別	9968	sabetu	discrimination
1166	判定	9955	hantei	judgement
1167	文字	9920	mozi	letter
1168	選抜	9884	senbatu	selection
1169	国境	9853	kokkyoo	"national border"
1170	選出	9850	sensyutu	election
1171	残念	9847	zannen	deplorable
1172	起用	9834	kiyoo	appointment
1173	決着	9832	kettyaku	conclusion
1174	満足	9821	manzoku	satisfaction
1175	通過	9800	tuuka	"passage through"
1176	加速	9783	kasoku	acceleration
1177	容認	9775	yoonin	approval
1178	決断	9768	ketudan	decision
1179	設計	9763	sekkei	plan
1180	二塁	9702	nirui	"second base"
1181	公約	9699	kooyaku	"public commitment"
1182	次官	9684	zikan	vice-minister
1183	失業	9675	situgyoo	unemployment
1184	手法	9666	syuhoo	technique
1185	凍結	9666	tooketu	freeze
1186	観客	9662	kankyaku	audience
1187	給付	9660	kyuuhu	payment
1188	比率	9654	hiritu	ratio
1189	法廷	9654	hootei	courtroom
1190	虐待	9650	gyakutai	abuse
1191	先行	9647	senkoo	preceding
1192	財団	9630	zaidan	foundation
1193	定期	9621	teiki	"fixed period"
1194	経緯	9619	keii	details
1195	給与	9618	kyuuyo	pay
1196	示唆	9612	sisa	suggestion
1197	視点	9593	siten	opinion
1198	未満	9585	miman	"less than"
1199	火災	9580	kasai	conflagration
1200	育成	9576	ikusei	rearing
1201	決意	9566	ketui	decision
1202	基盤	9549	kiban	foundation
1203	任期	9521	ninki	"term of office"
1204	俳優	9515	haiyuu	actor
1205	署名	9513	syomei	signature
1206	入札	9480	nyuusatu	bid
1207	構築	9479	kootiku	construction
1208	派閥	9468	habatu	clique
1209	感動	9462	kandoo	"being deeply moved emotionally"
1210	証明	9461	syoomei	proof
1211	実力	9448	zituryoku	ability
1212	同点	9393	dooten	deadlock
1213	物価	9366	bukka	"prices of commodities"
1214	飛行	9359	hikoo	aviation
1215	態度	9355	taido	attitude
1216	大賞	9353	taisyoo	"big prize"
1217	車両	9332	syaryoo	"rolling stock"
1218	初戦	9276	syosen	"first match"
1219	唯一	9272	yuiitu	only
1220	課税	9265	kazei	taxation
1221	当地	9265	tooti	"this place"
1222	異例	9225	irei	exception
1223	同意	9223	dooi	agreement
1224	途上	9202	tozyoo	"en route"
1225	在日	9190	zainiti	"in Japan"
1226	総長	9189	sootyoo	president
1227	抑制	9186	yokusei	control
1228	診療	9184	sinryoo	"medical examination and treatment"
1229	信用	9176	sinyoo	confidence
1230	中部	9163	tyuubu	center
1231	新党	9150	sintoo	party
1232	実感	9146	zikkan	"real feeling"
1233	校長	9141	kootyoo	principal
1234	滞在	9141	taizai	stay
1235	回転	9130	kaiten	rotation
1236	常任	9130	zyoonin	standing
1237	機器	9129	kiki	device
1238	柔道	9101	zyuudoo	judo
1239	講師	9082	koosi	lecturer
1240	空気	9066	kuuki	air
1241	警告	9051	keikoku	warning
1242	参入	9045	sannyuu	entering
1243	延期	9027	enki	postponement
1244	瞬間	9017	syunkan	moment
1245	不要	9007	huyoo	unnecessary
1246	支出	8997	sisyutu	expenditure
1247	提訴	8996	teiso	"presenting a case"
1248	入学	8982	nyuugaku	"entry to school or university"
1249	策定	8978	sakutei	decision
1250	放棄	8972	hooki	abandonment
1251	聴取	8963	tyoosyu	listening
1252	手段	8952	syudan	means
1253	複雑	8948	hukuzatu	complex
1254	合同	8940	goodoo	combination
1255	新設	8932	sinsetu	"newly organized"
1256	老人	8931	roozin	"the aged"
1257	重大	8928	zyuudai	serious
1258	権限	8926	kengen	power
1259	農家	8926	nooka	farmer
1260	査察	8922	sasatu	inspection
1261	兵士	8919	heisi	soldier
1262	税率	8914	zeiritu	tariff
1263	王者	8909	oozya	king
1264	知識	8908	tisiki	knowledge
1265	移転	8904	iten	moving
1266	前期	8889	zenki	"first term"
1267	連結	8888	renketu	concatenation
1268	女優	8887	zyoyuu	actress
1269	偽造	8873	gizoo	forgery
1270	三塁	8869	sanrui	"third base"
1271	教諭	8851	kyooyu	teacher
1272	四球	8848	sikyuu	"four balls"
1273	得意	8831	tokui	triumph
1274	主将	8826	syusyoo	commander-in-chief
1275	進展	8826	sinten	progress
1276	審判	8824	sinpan	refereeing
1277	暴行	8824	bookoo	assault
1278	開設	8816	kaisetu	establishment
1279	比較	8797	hikaku	comparison
1280	研修	8775	kensyuu	training
1281	政界	8768	seikai	"political world"
1282	武力	8765	buryoku	"armed might"
1283	把握	8745	haaku	grasp
1284	談合	8741	dangoo	consultation
1285	著書	8741	tyosyo	"literary work"
1286	初日	8739	syoniti	"first or opening day"
1287	損失	8739	sonsitu	loss
